id,avgscore,level,class,file,,,,,,,
54673,4.34,low,2,54673.jpg,,,,,,,
54688,7.14,high,4,54688.jpg,,,,,,,
54710,3.91,low,2,54710.jpg,,,,,,,
54713,4.41,low,2,54713.jpg,,,,,,,
54717,7.03,high,4,54717.jpg,,,,,,,
54720,6.46,high,3,54720.jpg,,,,,,,
54727,4.12,low,2,54727.jpg,,,,,,,
54733,3.85,low,2,54733.jpg,,,,,,,
54737,3.83,low,2,54737.jpg,,,,,,,
54740,4.35,low,2,54740.jpg,,,,,,,
54744,7.2,high,4,54744.jpg,,,,,,,
54745,3.3,low,2,54745.jpg,,,,,,,
54749,6.92,high,3,54749.jpg,,,,,,,
54758,3.43,low,2,54758.jpg,,,,,,,
54761,6.36,high,3,54761.jpg,,,,,,,
54762,4.05,low,2,54762.jpg,,,,,,,
54766,6.43,high,3,54766.jpg,,,,,,,
54767,6.36,high,3,54767.jpg,,,,,,,
54768,4.4,low,2,54768.jpg,,,,,,,
54841,3.85,low,2,54841.jpg,,,,,,,
54843,4.45,low,2,54843.jpg,,,,,,,
54860,4.45,low,2,54860.jpg,,,,,,,
54862,3.54,low,2,54862.jpg,,,,,,,
54866,6.54,high,3,54866.jpg,,,,,,,
54901,6.46,high,3,54901.jpg,,,,,,,
54920,4.15,low,2,54920.jpg,,,,,,,
54947,3.66,low,2,54947.jpg,,,,,,,
54949,4.38,low,2,54949.jpg,,,,,,,
54961,6.33,high,3,54961.jpg,,,,,,,
54977,3.3,low,2,54977.jpg,,,,,,,
54983,3.94,low,2,54983.jpg,,,,,,,
54997,4.44,low,2,54997.jpg,,,,,,,
55004,6.34,high,3,55004.jpg,,,,,,,
55009,6.35,high,3,55009.jpg,,,,,,,
55017,6.37,high,3,55017.jpg,,,,,,,
55019,4.44,low,2,55019.jpg,,,,,,,
55028,4.2,low,2,55028.jpg,,,,,,,
55032,6.37,high,3,55032.jpg,,,,,,,
55035,3.92,low,2,55035.jpg,,,,,,,
55036,6.5,high,3,55036.jpg,,,,,,,
55037,6.53,high,3,55037.jpg,,,,,,,
55073,6.76,high,3,55073.jpg,,,,,,,
55078,6.59,high,3,55078.jpg,,,,,,,
55080,6.45,high,3,55080.jpg,,,,,,,
55083,6.5,high,3,55083.jpg,,,,,,,
55087,4,low,2,55087.jpg,,,,,,,
55093,4.15,low,2,55093.jpg,,,,,,,
55094,4.09,low,2,55094.jpg,,,,,,,
55095,4.12,low,2,55095.jpg,,,,,,,
55102,4.36,low,2,55102.jpg,,,,,,,
55105,6.74,high,3,55105.jpg,,,,,,,
55107,6.67,high,3,55107.jpg,,,,,,,
55116,6.33,high,3,55116.jpg,,,,,,,
55122,4.4,low,2,55122.jpg,,,,,,,
55128,4.15,low,2,55128.jpg,,,,,,,
55146,4.23,low,2,55146.jpg,,,,,,,
55207,6.38,high,3,55207.jpg,,,,,,,
55209,6.34,high,3,55209.jpg,,,,,,,
55242,7.1,high,4,55242.jpg,,,,,,,
55285,4.41,low,2,55285.jpg,,,,,,,
55316,6.41,high,3,55316.jpg,,,,,,,
55331,6.59,high,3,55331.jpg,,,,,,,
55364,6.36,high,3,55364.jpg,,,,,,,
55389,6.68,high,3,55389.jpg,,,,,,,
55399,6.41,high,3,55399.jpg,,,,,,,
55407,6.48,high,3,55407.jpg,,,,,,,
55420,7.24,high,4,55420.jpg,,,,,,,
55449,4.46,low,2,55449.jpg,,,,,,,
55473,2.46,low,1,55473.jpg,,,,,,,
55483,7.59,high,4,55483.jpg,,,,,,,
55484,3.88,low,2,55484.jpg,,,,,,,
55501,6.33,high,3,55501.jpg,,,,,,,
55507,7.09,high,4,55507.jpg,,,,,,,
55518,6.46,high,3,55518.jpg,,,,,,,
55521,3.73,low,2,55521.jpg,,,,,,,
55522,7.85,high,4,55522.jpg,,,,,,,
55530,7.41,high,4,55530.jpg,,,,,,,
55533,6.45,high,3,55533.jpg,,,,,,,
55541,7.69,high,4,55541.jpg,,,,,,,
55574,7.59,high,4,55574.jpg,,,,,,,
55586,7.71,high,4,55586.jpg,,,,,,,
55587,7.79,high,4,55587.jpg,,,,,,,
55603,7.04,high,4,55603.jpg,,,,,,,
55625,3.54,low,2,55625.jpg,,,,,,,
55640,7.27,high,4,55640.jpg,,,,,,,
55648,6.62,high,3,55648.jpg,,,,,,,
55666,6.76,high,3,55666.jpg,,,,,,,
55670,6.74,high,3,55670.jpg,,,,,,,
55671,6.39,high,3,55671.jpg,,,,,,,
55679,6.55,high,3,55679.jpg,,,,,,,
55694,7.39,high,4,55694.jpg,,,,,,,
55706,7,high,4,55706.jpg,,,,,,,
55715,4.03,low,2,55715.jpg,,,,,,,
55717,6.44,high,3,55717.jpg,,,,,,,
55726,4.42,low,2,55726.jpg,,,,,,,
55738,6.42,high,3,55738.jpg,,,,,,,
55742,7.66,high,4,55742.jpg,,,,,,,
55747,7.44,high,4,55747.jpg,,,,,,,
55752,6.61,high,3,55752.jpg,,,,,,,
55756,6.67,high,3,55756.jpg,,,,,,,
55757,7.17,high,4,55757.jpg,,,,,,,
55769,6.38,high,3,55769.jpg,,,,,,,
55771,7.13,high,4,55771.jpg,,,,,,,
55772,6.34,high,3,55772.jpg,,,,,,,
55779,6.55,high,3,55779.jpg,,,,,,,
55790,7.2,high,4,55790.jpg,,,,,,,
55807,7.33,high,4,55807.jpg,,,,,,,
55811,6.84,high,3,55811.jpg,,,,,,,
55815,6.72,high,3,55815.jpg,,,,,,,
55818,6.34,high,3,55818.jpg,,,,,,,
55819,6.68,high,3,55819.jpg,,,,,,,
55825,6.39,high,3,55825.jpg,,,,,,,
55875,4.09,low,2,55875.jpg,,,,,,,
55881,4.22,low,2,55881.jpg,,,,,,,
55906,6.41,high,3,55906.jpg,,,,,,,
55913,6.6,high,3,55913.jpg,,,,,,,
55914,4.39,low,2,55914.jpg,,,,,,,
55928,4.37,low,2,55928.jpg,,,,,,,
55933,6.39,high,3,55933.jpg,,,,,,,
55934,4.05,low,2,55934.jpg,,,,,,,
55936,4.46,low,2,55936.jpg,,,,,,,
55938,8.39,high,4,55938.jpg,,,,,,,
55940,6.35,high,3,55940.jpg,,,,,,,
55942,6.92,high,3,55942.jpg,,,,,,,
55952,4.37,low,2,55952.jpg,,,,,,,
55958,4.44,low,2,55958.jpg,,,,,,,
55962,4.45,low,2,55962.jpg,,,,,,,
55971,3.87,low,2,55971.jpg,,,,,,,
56054,6.45,high,3,56054.jpg,,,,,,,
56057,3.46,low,2,56057.jpg,,,,,,,
56069,4.12,low,2,56069.jpg,,,,,,,
56070,4.34,low,2,56070.jpg,,,,,,,
56073,4.34,low,2,56073.jpg,,,,,,,
56076,3.25,low,2,56076.jpg,,,,,,,
56077,6.91,high,3,56077.jpg,,,,,,,
56097,4.3,low,2,56097.jpg,,,,,,,
56108,2.86,low,1,56108.jpg,,,,,,,
56125,2.94,low,1,56125.jpg,,,,,,,
56135,6.44,high,3,56135.jpg,,,,,,,
56230,4.45,low,2,56230.jpg,,,,,,,
56233,6.75,high,3,56233.jpg,,,,,,,
56275,7,high,4,56275.jpg,,,,,,,
56345,3.95,low,2,56345.jpg,,,,,,,
56415,6.52,high,3,56415.jpg,,,,,,,
56428,3.91,low,2,56428.jpg,,,,,,,
56462,4.29,low,2,56462.jpg,,,,,,,
56465,3.95,low,2,56465.jpg,,,,,,,
56468,4.36,low,2,56468.jpg,,,,,,,
56469,3.95,low,2,56469.jpg,,,,,,,
56482,6.41,high,3,56482.jpg,,,,,,,
56490,3.23,low,2,56490.jpg,,,,,,,
56498,3.84,low,2,56498.jpg,,,,,,,
56530,6.39,high,3,56530.jpg,,,,,,,
56532,3.54,low,2,56532.jpg,,,,,,,
56538,3.32,low,2,56538.jpg,,,,,,,
56541,3.52,low,2,56541.jpg,,,,,,,
56553,3.63,low,2,56553.jpg,,,,,,,
56554,4.44,low,2,56554.jpg,,,,,,,
56557,4.42,low,2,56557.jpg,,,,,,,
56562,3.89,low,2,56562.jpg,,,,,,,
56568,6.91,high,3,56568.jpg,,,,,,,
56574,4.28,low,2,56574.jpg,,,,,,,
56591,6.33,high,3,56591.jpg,,,,,,,
56608,7.26,high,4,56608.jpg,,,,,,,
56611,6.38,high,3,56611.jpg,,,,,,,
56621,6.36,high,3,56621.jpg,,,,,,,
56622,4.32,low,2,56622.jpg,,,,,,,
56638,6.54,high,3,56638.jpg,,,,,,,
56645,4.3,low,2,56645.jpg,,,,,,,
56672,6.43,high,3,56672.jpg,,,,,,,
56683,4.45,low,2,56683.jpg,,,,,,,
56685,4.12,low,2,56685.jpg,,,,,,,
56689,4.14,low,2,56689.jpg,,,,,,,
56690,3.6,low,2,56690.jpg,,,,,,,
56699,6.74,high,3,56699.jpg,,,,,,,
56702,7.19,high,4,56702.jpg,,,,,,,
56711,7.07,high,4,56711.jpg,,,,,,,
56717,6.82,high,3,56717.jpg,,,,,,,
56722,6.84,high,3,56722.jpg,,,,,,,
56730,4.27,low,2,56730.jpg,,,,,,,
56744,3.8,low,2,56744.jpg,,,,,,,
56745,4.3,low,2,56745.jpg,,,,,,,
56748,3.12,low,2,56748.jpg,,,,,,,
56749,3.97,low,2,56749.jpg,,,,,,,
56754,4.16,low,2,56754.jpg,,,,,,,
56769,6.75,high,3,56769.jpg,,,,,,,
56784,6.55,high,3,56784.jpg,,,,,,,
56801,4.36,low,2,56801.jpg,,,,,,,
56807,6.84,high,3,56807.jpg,,,,,,,
56809,6.88,high,3,56809.jpg,,,,,,,
56811,4.05,low,2,56811.jpg,,,,,,,
56815,4.05,low,2,56815.jpg,,,,,,,
56849,3.68,low,2,56849.jpg,,,,,,,
56922,4.1,low,2,56922.jpg,,,,,,,
56925,4.41,low,2,56925.jpg,,,,,,,
56929,6.66,high,3,56929.jpg,,,,,,,
56933,7.12,high,4,56933.jpg,,,,,,,
56937,3.86,low,2,56937.jpg,,,,,,,
57017,4.42,low,2,57017.jpg,,,,,,,
57023,6.65,high,3,57023.jpg,,,,,,,
57031,2.92,low,1,57031.jpg,,,,,,,
57033,7.16,high,4,57033.jpg,,,,,,,
57039,7.12,high,4,57039.jpg,,,,,,,
57058,4.16,low,2,57058.jpg,,,,,,,
57077,6.33,high,3,57077.jpg,,,,,,,
57083,4.35,low,2,57083.jpg,,,,,,,
57087,3.42,low,2,57087.jpg,,,,,,,
57094,4.22,low,2,57094.jpg,,,,,,,
57131,4.2,low,2,57131.jpg,,,,,,,
57134,4.35,low,2,57134.jpg,,,,,,,
57151,4.22,low,2,57151.jpg,,,,,,,
57181,2.62,low,1,57181.jpg,,,,,,,
57184,4.22,low,2,57184.jpg,,,,,,,
57188,6.42,high,3,57188.jpg,,,,,,,
57193,4.07,low,2,57193.jpg,,,,,,,
57201,4.23,low,2,57201.jpg,,,,,,,
57203,7.02,high,4,57203.jpg,,,,,,,
57218,7.66,high,4,57218.jpg,,,,,,,
57223,6.42,high,3,57223.jpg,,,,,,,
57230,6.59,high,3,57230.jpg,,,,,,,
57232,4.12,low,2,57232.jpg,,,,,,,
57242,4.35,low,2,57242.jpg,,,,,,,
57252,4.39,low,2,57252.jpg,,,,,,,
57261,6.68,high,3,57261.jpg,,,,,,,
57275,6.49,high,3,57275.jpg,,,,,,,
57282,3.93,low,2,57282.jpg,,,,,,,
57288,4.26,low,2,57288.jpg,,,,,,,
57298,3.41,low,2,57298.jpg,,,,,,,
57302,3.59,low,2,57302.jpg,,,,,,,
57305,2.66,low,1,57305.jpg,,,,,,,
57308,4.46,low,2,57308.jpg,,,,,,,
57324,3.99,low,2,57324.jpg,,,,,,,
57370,6.96,high,3,57370.jpg,,,,,,,
57383,4.08,low,2,57383.jpg,,,,,,,
57417,6.39,high,3,57417.jpg,,,,,,,
57441,4.07,low,2,57441.jpg,,,,,,,
57471,6.55,high,3,57471.jpg,,,,,,,
57479,3.06,low,2,57479.jpg,,,,,,,
57487,3.09,low,2,57487.jpg,,,,,,,
57493,6.48,high,3,57493.jpg,,,,,,,
57562,4.04,low,2,57562.jpg,,,,,,,
57608,4.27,low,2,57608.jpg,,,,,,,
57612,6.45,high,3,57612.jpg,,,,,,,
57624,4.14,low,2,57624.jpg,,,,,,,
57642,4.09,low,2,57642.jpg,,,,,,,
57674,3.94,low,2,57674.jpg,,,,,,,
57687,6.36,high,3,57687.jpg,,,,,,,
57751,7.18,high,4,57751.jpg,,,,,,,
57753,3.95,low,2,57753.jpg,,,,,,,
57759,6.49,high,3,57759.jpg,,,,,,,
57760,6.38,high,3,57760.jpg,,,,,,,
57768,4.02,low,2,57768.jpg,,,,,,,
57807,6.31,high,3,57807.jpg,,,,,,,
57829,6.32,high,3,57829.jpg,,,,,,,
57839,4.39,low,2,57839.jpg,,,,,,,
57851,3.82,low,2,57851.jpg,,,,,,,
57864,4.41,low,2,57864.jpg,,,,,,,
57876,4.36,low,2,57876.jpg,,,,,,,
57881,6.68,high,3,57881.jpg,,,,,,,
57897,6.52,high,3,57897.jpg,,,,,,,
57911,7.05,high,4,57911.jpg,,,,,,,
57928,3.86,low,2,57928.jpg,,,,,,,
57933,6.76,high,3,57933.jpg,,,,,,,
57935,6.98,high,3,57935.jpg,,,,,,,
57945,4.34,low,2,57945.jpg,,,,,,,
57963,6.55,high,3,57963.jpg,,,,,,,
57964,4.21,low,2,57964.jpg,,,,,,,
57988,6.47,high,3,57988.jpg,,,,,,,
57996,4.41,low,2,57996.jpg,,,,,,,
58014,4.34,low,2,58014.jpg,,,,,,,
58023,3.06,low,2,58023.jpg,,,,,,,
58037,4.23,low,2,58037.jpg,,,,,,,
58039,4.34,low,2,58039.jpg,,,,,,,
58040,7.1,high,4,58040.jpg,,,,,,,
58093,3.74,low,2,58093.jpg,,,,,,,
58101,6.54,high,3,58101.jpg,,,,,,,
58108,4.21,low,2,58108.jpg,,,,,,,
58119,6.64,high,3,58119.jpg,,,,,,,
58156,6.34,high,3,58156.jpg,,,,,,,
58193,6.69,high,3,58193.jpg,,,,,,,
58197,4.17,low,2,58197.jpg,,,,,,,
58218,7.08,high,4,58218.jpg,,,,,,,
58242,4.12,low,2,58242.jpg,,,,,,,
58243,6.48,high,3,58243.jpg,,,,,,,
58266,6.4,high,3,58266.jpg,,,,,,,
58270,6.85,high,3,58270.jpg,,,,,,,
58276,7.04,high,4,58276.jpg,,,,,,,
58290,4.13,low,2,58290.jpg,,,,,,,
58292,4.24,low,2,58292.jpg,,,,,,,
58302,6.49,high,3,58302.jpg,,,,,,,
58318,4.3,low,2,58318.jpg,,,,,,,
58321,6.43,high,3,58321.jpg,,,,,,,
58323,6.98,high,3,58323.jpg,,,,,,,
58355,4.16,low,2,58355.jpg,,,,,,,
58358,7.56,high,4,58358.jpg,,,,,,,
58362,4.45,low,2,58362.jpg,,,,,,,
58367,6.54,high,3,58367.jpg,,,,,,,
58371,4.3,low,2,58371.jpg,,,,,,,
58372,6.32,high,3,58372.jpg,,,,,,,
58373,6.51,high,3,58373.jpg,,,,,,,
58382,4.19,low,2,58382.jpg,,,,,,,
58385,4.03,low,2,58385.jpg,,,,,,,
58388,3.86,low,2,58388.jpg,,,,,,,
58391,3.83,low,2,58391.jpg,,,,,,,
58398,6.42,high,3,58398.jpg,,,,,,,
58411,6.33,high,3,58411.jpg,,,,,,,
58416,7.17,high,4,58416.jpg,,,,,,,
58418,4.06,low,2,58418.jpg,,,,,,,
58420,6.31,high,3,58420.jpg,,,,,,,
58455,3.71,low,2,58455.jpg,,,,,,,
58473,7.07,high,4,58473.jpg,,,,,,,
58478,4.04,low,2,58478.jpg,,,,,,,
58482,3.84,low,2,58482.jpg,,,,,,,
58501,3.86,low,2,58501.jpg,,,,,,,
58506,4.41,low,2,58506.jpg,,,,,,,
58507,4.34,low,2,58507.jpg,,,,,,,
58520,6.34,high,3,58520.jpg,,,,,,,
58523,7.55,high,4,58523.jpg,,,,,,,
58524,4.23,low,2,58524.jpg,,,,,,,
58564,4.25,low,2,58564.jpg,,,,,,,
58671,6.55,high,3,58671.jpg,,,,,,,
58736,6.66,high,3,58736.jpg,,,,,,,
58738,4.25,low,2,58738.jpg,,,,,,,
58779,4.19,low,2,58779.jpg,,,,,,,
58784,6.71,high,3,58784.jpg,,,,,,,
58795,4.11,low,2,58795.jpg,,,,,,,
58799,4.21,low,2,58799.jpg,,,,,,,
58832,4.41,low,2,58832.jpg,,,,,,,
58847,3.7,low,2,58847.jpg,,,,,,,
58894,4.22,low,2,58894.jpg,,,,,,,
58898,6.54,high,3,58898.jpg,,,,,,,
58902,2.92,low,1,58902.jpg,,,,,,,
58913,6.41,high,3,58913.jpg,,,,,,,
58917,4.41,low,2,58917.jpg,,,,,,,
58923,3.82,low,2,58923.jpg,,,,,,,
58941,6.67,high,3,58941.jpg,,,,,,,
58944,6.58,high,3,58944.jpg,,,,,,,
58960,4.16,low,2,58960.jpg,,,,,,,
58966,4.32,low,2,58966.jpg,,,,,,,
58969,4.39,low,2,58969.jpg,,,,,,,
59013,3.96,low,2,59013.jpg,,,,,,,
59027,4.44,low,2,59027.jpg,,,,,,,
59030,6.32,high,3,59030.jpg,,,,,,,
59045,3.52,low,2,59045.jpg,,,,,,,
59052,4.13,low,2,59052.jpg,,,,,,,
59054,3.7,low,2,59054.jpg,,,,,,,
59061,6.49,high,3,59061.jpg,,,,,,,
59062,7.03,high,4,59062.jpg,,,,,,,
59070,3.03,low,2,59070.jpg,,,,,,,
59085,6.7,high,3,59085.jpg,,,,,,,
59116,3.27,low,2,59116.jpg,,,,,,,
59121,4.34,low,2,59121.jpg,,,,,,,
59127,6.34,high,3,59127.jpg,,,,,,,
59132,6.5,high,3,59132.jpg,,,,,,,
59137,6.48,high,3,59137.jpg,,,,,,,
59184,3.84,low,2,59184.jpg,,,,,,,
59196,6.46,high,3,59196.jpg,,,,,,,
59234,4.02,low,2,59234.jpg,,,,,,,
59258,6.35,high,3,59258.jpg,,,,,,,
59262,4.43,low,2,59262.jpg,,,,,,,
59269,6.45,high,3,59269.jpg,,,,,,,
59282,4.23,low,2,59282.jpg,,,,,,,
59288,6.62,high,3,59288.jpg,,,,,,,
59302,4.4,low,2,59302.jpg,,,,,,,
59306,3.67,low,2,59306.jpg,,,,,,,
59309,4.02,low,2,59309.jpg,,,,,,,
59330,4.32,low,2,59330.jpg,,,,,,,
59379,4.4,low,2,59379.jpg,,,,,,,
59423,3.67,low,2,59423.jpg,,,,,,,
59425,4.44,low,2,59425.jpg,,,,,,,
59435,3.68,low,2,59435.jpg,,,,,,,
59460,2.75,low,1,59460.jpg,,,,,,,
59475,3.8,low,2,59475.jpg,,,,,,,
59478,3.73,low,2,59478.jpg,,,,,,,
59492,3.98,low,2,59492.jpg,,,,,,,
59495,3.69,low,2,59495.jpg,,,,,,,
59531,4.35,low,2,59531.jpg,,,,,,,
59534,6.71,high,3,59534.jpg,,,,,,,
59550,4.36,low,2,59550.jpg,,,,,,,
59561,4.08,low,2,59561.jpg,,,,,,,
59567,3.71,low,2,59567.jpg,,,,,,,
59573,3.88,low,2,59573.jpg,,,,,,,
59636,4.31,low,2,59636.jpg,,,,,,,
59639,3.99,low,2,59639.jpg,,,,,,,
59644,6.67,high,3,59644.jpg,,,,,,,
59645,6.65,high,3,59645.jpg,,,,,,,
59653,3.72,low,2,59653.jpg,,,,,,,
59658,6.85,high,3,59658.jpg,,,,,,,
59667,3.93,low,2,59667.jpg,,,,,,,
59668,6.62,high,3,59668.jpg,,,,,,,
59670,4.39,low,2,59670.jpg,,,,,,,
59672,4.26,low,2,59672.jpg,,,,,,,
59673,4.22,low,2,59673.jpg,,,,,,,
59677,4.35,low,2,59677.jpg,,,,,,,
59679,4.31,low,2,59679.jpg,,,,,,,
59687,4.21,low,2,59687.jpg,,,,,,,
59695,4.4,low,2,59695.jpg,,,,,,,
59700,3.89,low,2,59700.jpg,,,,,,,
59701,6.75,high,3,59701.jpg,,,,,,,
59722,7.04,high,4,59722.jpg,,,,,,,
59740,3.99,low,2,59740.jpg,,,,,,,
59776,6.58,high,3,59776.jpg,,,,,,,
59785,3.49,low,2,59785.jpg,,,,,,,
59817,7,high,4,59817.jpg,,,,,,,
59837,6.41,high,3,59837.jpg,,,,,,,
59839,3.5,low,2,59839.jpg,,,,,,,
59851,4.33,low,2,59851.jpg,,,,,,,
59858,6.56,high,3,59858.jpg,,,,,,,
59876,8,high,4,59876.jpg,,,,,,,
59882,3.76,low,2,59882.jpg,,,,,,,
59883,4.24,low,2,59883.jpg,,,,,,,
59895,6.32,high,3,59895.jpg,,,,,,,
59912,4.21,low,2,59912.jpg,,,,,,,
59934,3.78,low,2,59934.jpg,,,,,,,
59935,6.99,high,3,59935.jpg,,,,,,,
59956,4.24,low,2,59956.jpg,,,,,,,
59958,4.41,low,2,59958.jpg,,,,,,,
59985,6.93,high,3,59985.jpg,,,,,,,
59998,3.68,low,2,59998.jpg,,,,,,,
60015,4.42,low,2,60015.jpg,,,,,,,
60024,4.38,low,2,60024.jpg,,,,,,,
60028,3.65,low,2,60028.jpg,,,,,,,
60041,4.14,low,2,60041.jpg,,,,,,,
60045,7.31,high,4,60045.jpg,,,,,,,
60069,3.53,low,2,60069.jpg,,,,,,,
60091,4.46,low,2,60091.jpg,,,,,,,
60093,4.45,low,2,60093.jpg,,,,,,,
60097,4.39,low,2,60097.jpg,,,,,,,
60105,6.35,high,3,60105.jpg,,,,,,,
60106,4.37,low,2,60106.jpg,,,,,,,
60132,4.42,low,2,60132.jpg,,,,,,,
60143,6.64,high,3,60143.jpg,,,,,,,
60144,3.93,low,2,60144.jpg,,,,,,,
60145,6.33,high,3,60145.jpg,,,,,,,
60146,6.79,high,3,60146.jpg,,,,,,,
60154,3.48,low,2,60154.jpg,,,,,,,
60175,6.55,high,3,60175.jpg,,,,,,,
60201,3.97,low,2,60201.jpg,,,,,,,
60203,4.26,low,2,60203.jpg,,,,,,,
60212,6.69,high,3,60212.jpg,,,,,,,
60227,6.96,high,3,60227.jpg,,,,,,,
60265,3.7,low,2,60265.jpg,,,,,,,
60268,4.43,low,2,60268.jpg,,,,,,,
60270,4.34,low,2,60270.jpg,,,,,,,
60278,4.29,low,2,60278.jpg,,,,,,,
60322,4.35,low,2,60322.jpg,,,,,,,
60329,3.8,low,2,60329.jpg,,,,,,,
60343,2.81,low,1,60343.jpg,,,,,,,
60347,4.42,low,2,60347.jpg,,,,,,,
60368,6.41,high,3,60368.jpg,,,,,,,
60369,6.61,high,3,60369.jpg,,,,,,,
60371,6.6,high,3,60371.jpg,,,,,,,
60372,3.68,low,2,60372.jpg,,,,,,,
60376,4.39,low,2,60376.jpg,,,,,,,
60390,7.21,high,4,60390.jpg,,,,,,,
60391,6.68,high,3,60391.jpg,,,,,,,
60393,4.21,low,2,60393.jpg,,,,,,,
60405,4.01,low,2,60405.jpg,,,,,,,
60410,3.78,low,2,60410.jpg,,,,,,,
60421,3.67,low,2,60421.jpg,,,,,,,
60427,3.89,low,2,60427.jpg,,,,,,,
60455,6.43,high,3,60455.jpg,,,,,,,
60459,7.14,high,4,60459.jpg,,,,,,,
60462,4.39,low,2,60462.jpg,,,,,,,
60464,6.48,high,3,60464.jpg,,,,,,,
60469,6.7,high,3,60469.jpg,,,,,,,
60485,7.17,high,4,60485.jpg,,,,,,,
60490,6.73,high,3,60490.jpg,,,,,,,
60491,7.74,high,4,60491.jpg,,,,,,,
60500,4.14,low,2,60500.jpg,,,,,,,
60505,7.31,high,4,60505.jpg,,,,,,,
60509,4.43,low,2,60509.jpg,,,,,,,
60511,3.87,low,2,60511.jpg,,,,,,,
60520,6.96,high,3,60520.jpg,,,,,,,
60530,4.41,low,2,60530.jpg,,,,,,,
60541,6.39,high,3,60541.jpg,,,,,,,
60543,6.43,high,3,60543.jpg,,,,,,,
60560,6.31,high,3,60560.jpg,,,,,,,
60570,3.8,low,2,60570.jpg,,,,,,,
60577,6.53,high,3,60577.jpg,,,,,,,
60581,4.21,low,2,60581.jpg,,,,,,,
60584,6.47,high,3,60584.jpg,,,,,,,
60587,7.04,high,4,60587.jpg,,,,,,,
60588,7.14,high,4,60588.jpg,,,,,,,
60590,3.78,low,2,60590.jpg,,,,,,,
60595,4.45,low,2,60595.jpg,,,,,,,
60596,4.44,low,2,60596.jpg,,,,,,,
60602,4.01,low,2,60602.jpg,,,,,,,
60606,6.35,high,3,60606.jpg,,,,,,,
60607,3.84,low,2,60607.jpg,,,,,,,
60641,4.31,low,2,60641.jpg,,,,,,,
60645,4.23,low,2,60645.jpg,,,,,,,
60652,6.53,high,3,60652.jpg,,,,,,,
60654,6.79,high,3,60654.jpg,,,,,,,
60655,3.59,low,2,60655.jpg,,,,,,,
60657,3.51,low,2,60657.jpg,,,,,,,
60664,6.36,high,3,60664.jpg,,,,,,,
60666,4.28,low,2,60666.jpg,,,,,,,
60668,6.68,high,3,60668.jpg,,,,,,,
60687,3.76,low,2,60687.jpg,,,,,,,
60691,3.93,low,2,60691.jpg,,,,,,,
60696,3.75,low,2,60696.jpg,,,,,,,
60705,3.8,low,2,60705.jpg,,,,,,,
60727,4.37,low,2,60727.jpg,,,,,,,
60738,4.39,low,2,60738.jpg,,,,,,,
60742,4.45,low,2,60742.jpg,,,,,,,
60745,7.09,high,4,60745.jpg,,,,,,,
60753,6.58,high,3,60753.jpg,,,,,,,
60758,4.35,low,2,60758.jpg,,,,,,,
60783,4.39,low,2,60783.jpg,,,,,,,
60815,3.97,low,2,60815.jpg,,,,,,,
60821,3.54,low,2,60821.jpg,,,,,,,
60874,3.97,low,2,60874.jpg,,,,,,,
60875,3.63,low,2,60875.jpg,,,,,,,
60878,3.14,low,2,60878.jpg,,,,,,,
60879,7.28,high,4,60879.jpg,,,,,,,
60882,4.34,low,2,60882.jpg,,,,,,,
60895,3.91,low,2,60895.jpg,,,,,,,
60915,4.37,low,2,60915.jpg,,,,,,,
60917,3.95,low,2,60917.jpg,,,,,,,
60921,7.09,high,4,60921.jpg,,,,,,,
60923,4.17,low,2,60923.jpg,,,,,,,
60932,7.29,high,4,60932.jpg,,,,,,,
60944,6.58,high,3,60944.jpg,,,,,,,
60946,4.32,low,2,60946.jpg,,,,,,,
60974,4.31,low,2,60974.jpg,,,,,,,
60976,4.22,low,2,60976.jpg,,,,,,,
60997,3.88,low,2,60997.jpg,,,,,,,
60999,6.56,high,3,60999.jpg,,,,,,,
61024,2.49,low,1,61024.jpg,,,,,,,
61049,3.81,low,2,61049.jpg,,,,,,,
61051,3.97,low,2,61051.jpg,,,,,,,
61059,4.45,low,2,61059.jpg,,,,,,,
61060,4.45,low,2,61060.jpg,,,,,,,
61061,6.35,high,3,61061.jpg,,,,,,,
61065,4.25,low,2,61065.jpg,,,,,,,
61066,6.69,high,3,61066.jpg,,,,,,,
61069,3.94,low,2,61069.jpg,,,,,,,
61086,4.16,low,2,61086.jpg,,,,,,,
61087,4.24,low,2,61087.jpg,,,,,,,
61088,4.46,low,2,61088.jpg,,,,,,,
61089,4.06,low,2,61089.jpg,,,,,,,
61095,6.68,high,3,61095.jpg,,,,,,,
61096,4.45,low,2,61096.jpg,,,,,,,
61097,3.71,low,2,61097.jpg,,,,,,,
61098,4.24,low,2,61098.jpg,,,,,,,
61105,4.01,low,2,61105.jpg,,,,,,,
61109,4.46,low,2,61109.jpg,,,,,,,
61110,4.41,low,2,61110.jpg,,,,,,,
61113,6.56,high,3,61113.jpg,,,,,,,
61115,3.91,low,2,61115.jpg,,,,,,,
61119,4.4,low,2,61119.jpg,,,,,,,
61120,3.61,low,2,61120.jpg,,,,,,,
61121,4.26,low,2,61121.jpg,,,,,,,
61135,4.09,low,2,61135.jpg,,,,,,,
61139,4.3,low,2,61139.jpg,,,,,,,
61171,6.49,high,3,61171.jpg,,,,,,,
61172,3.46,low,2,61172.jpg,,,,,,,
61223,3.43,low,2,61223.jpg,,,,,,,
